instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
1803,2011/3/20,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58
1804,2011/3/20,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,21,46
1805,2011/3/20,1,0,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,10,39
1806,2011/3/20,1,0,3,22,0,0,0,2,0.34,0.303,0.53,0.3284,8,30
1807,2011/3/20,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11
1808,2011/3/21,2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,2,11
1809,2011/3/21,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,1,6
1810,2011/3/21,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5
1811,2011/3/21,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,0,1
1812,2011/3/21,2,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,1,1
1813,2011/3/21,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,2,30
1814,2011/3/21,2,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,3,15
1815,2011/3/21,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95
1816,2011/3/21,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115
1817,2011/3/21,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,17,45
1818,2011/3/21,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47
1819,2011/3/21,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,25,56
1820,2011/3/21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77
1821,2011/3/21,2,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,36,65
1822,2011/3/21,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,41,66
1823,2011/3/21,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,29,112
1824,2011/3/21,2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231
1825,2011/3/21,2,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,44,232
1826,2011/3/21,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,22,199
1827,2011/3/21,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194,16,106
1828,2011/3/21,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.194,12,79
1829,2011/3/21,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,18,60
1830,2011/3/21,2,0,3,23,0,1,1,1,0.46,0.4545,0.88,0.0896,8,22
1831,2011/3/22,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7
1832,2011/3/22,2,0,3,1,0,2,1,1,0.42,0.4242,1,0.1343,6,13
1833,2011/3/22,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1
1834,2011/3/22,2,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3,2
1835,2011/3/22,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1
1836,2011/3/22,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11
1837,2011/3/22,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,2,58
1838,2011/3/22,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,4,132
1839,2011/3/22,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312
1840,2011/3/22,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159
1841,2011/3/22,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,29,95
1842,2011/3/22,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64
1843,2011/3/22,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86
1844,2011/3/22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85
1845,2011/3/22,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,30,71
1846,2011/3/22,2,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,55,79
1847,2011/3/22,2,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,40,125
1848,2011/3/22,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265
1849,2011/3/22,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271
1850,2011/3/22,2,0,3,19,0,2,1,2,0.44,0.4394,0.54,0.2537,22,142
1851,2011/3/22,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116
1852,2011/3/22,2,0,3,21,0,2,1,2,0.42,0.4242,0.54,0.2836,24,63
1853,2011/3/22,2,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,13,57
1854,2011/3/22,2,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,4,28
1855,2011/3/23,2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8
1856,2011/3/23,2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,0,7
1857,2011/3/23,2,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,1,1
1858,2011/3/23,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0,3
1859,2011/3/23,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,0,10
1860,2011/3/23,2,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,1,43
1861,2011/3/23,2,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,7,111
1862,2011/3/23,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,14,247
1863,2011/3/23,2,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,8,174
1864,2011/3/23,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,15,60
1865,2011/3/23,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,18,53
1866,2011/3/23,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73
1867,2011/3/23,2,0,3,13,0,3,1,3,0.34,0.3333,0.87,0.1343,14,94
1868,2011/3/23,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,13,71
1869,2011/3/23,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,11,74
1870,2011/3/23,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,13,123
1871,2011/3/23,2,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,28,245
1872,2011/3/23,2,0,3,18,0,3,1,3,0.38,0.3939,0.82,0.2537,20,218
1873,2011/3/23,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147
1874,2011/3/23,2,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72
1875,2011/3/23,2,0,3,21,0,3,1,3,0.32,0.2879,1,0.4179,0,22
1876,2011/3/23,2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38
1877,2011/3/23,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0,2,24
1878,2011/3/24,2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11
1879,2011/3/24,2,0,3,1,0,4,1,2,0.3,0.2879,1,0.2239,0,3
1880,2011/3/24,2,0,3,2,0,4,1,2,0.3,0.2879,1,0.2537,0,6
1881,2011/3/24,2,0,3,3,0,4,1,2,0.28,0.2727,1,0.194,1,0
1882,2011/3/24,2,0,3,4,0,4,1,2,0.28,0.2727,1,0.194,0,1
1883,2011/3/24,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8
1884,2011/3/24,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41
1885,2011/3/24,2,0,3,7,0,4,1,3,0.26,0.2576,1,0.2239,2,106
1886,2011/3/24,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,4,120
1887,2011/3/24,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94
1888,2011/3/24,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55
1889,2011/3/24,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61
1890,2011/3/24,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82
1891,2011/3/24,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90
1892,2011/3/24,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66
1893,2011/3/24,2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77
1894,2011/3/24,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78
1895,2011/3/24,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221
1896,2011/3/24,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197
1897,2011/3/24,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122
1898,2011/3/24,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110
1899,2011/3/24,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67
1900,2011/3/24,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59
1901,2011/3/24,2,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24
1902,2011/3/25,2,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17
1903,2011/3/25,2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5
1904,2011/3/25,2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5
1905,2011/3/25,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2
1906,2011/3/25,2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2
1907,2011/3/25,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9
1908,2011/3/25,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32
1909,2011/3/25,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100
1910,2011/3/25,2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228
1911,2011/3/25,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150
1912,2011/3/25,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0,15,53
1913,2011/3/25,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58
1914,2011/3/25,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108
1915,2011/3/25,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104
1916,2011/3/25,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103
1917,2011/3/25,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79
1918,2011/3/25,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127
1919,2011/3/25,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202
1920,2011/3/25,2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190
1921,2011/3/25,2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126
1922,2011/3/25,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75
1923,2011/3/25,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64
1924,2011/3/25,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40
1925,2011/3/25,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31
1926,2011/3/26,2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25
1927,2011/3/26,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24
1928,2011/3/26,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21
1929,2011/3/26,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7
1930,2011/3/26,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4
1931,2011/3/26,2,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8
1932,2011/3/26,2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8
1933,2011/3/26,2,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23
1934,2011/3/26,2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42
1935,2011/3/26,2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68
1936,2011/3/26,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93
1937,2011/3/26,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93
1938,2011/3/26,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129
1939,2011/3/26,2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145
1940,2011/3/26,2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123
1941,2011/3/26,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109
1942,2011/3/26,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130
1943,2011/3/26,2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101
1944,2011/3/26,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89
1945,2011/3/26,2,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93
1946,2011/3/26,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67
1947,2011/3/26,2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36
1948,2011/3/26,2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46
1949,2011/3/26,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31
1950,2011/3/27,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26
1951,2011/3/27,2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17
1952,2011/3/27,2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15
1953,2011/3/27,2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14
1954,2011/3/27,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5
1955,2011/3/27,2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2
1956,2011/3/27,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7
1957,2011/3/27,2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8
1958,2011/3/27,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37
1959,2011/3/27,2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59
1960,2011/3/27,2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85
1961,2011/3/27,2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120
1962,2011/3/27,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100
1963,2011/3/27,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103
1964,2011/3/27,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111
1965,2011/3/27,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0,45,98
1966,2011/3/27,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109
1967,2011/3/27,2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105
1968,2011/3/27,2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80
1969,2011/3/27,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50
1970,2011/3/27,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29
1971,2011/3/27,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25
1972,2011/3/27,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16
1973,2011/3/28,2,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,1,11
1974,2011/3/28,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4
1975,2011/3/28,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5
1976,2011/3/28,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2
1977,2011/3/28,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,0,8
1978,2011/3/28,2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40
1979,2011/3/28,2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,6,104
1980,2011/3/28,2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,15,239
1981,2011/3/28,2,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,12,109
1982,2011/3/28,2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,22,47
1983,2011/3/28,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39
1984,2011/3/28,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0,8,71
1985,2011/3/28,2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,14,69
1986,2011/3/28,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65
1987,2011/3/28,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,19,53
1988,2011/3/28,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,15,117
1989,2011/3/28,2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227
1990,2011/3/28,2,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,21,220
1991,2011/3/28,2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,17,156
1992,2011/3/28,2,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,5,107
1993,2011/3/28,2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55
1994,2011/3/28,2,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,0,40
1995,2011/3/28,2,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,1,18
1996,2011/3/29,2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,1,15
1997,2011/3/29,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4
1998,2011/3/29,2,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,0,3
1999,2011/3/29,2,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2,1
2000,2011/3/29,2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1
2001,2011/3/29,2,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,0,8
2002,2011/3/29,2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46
2003,2011/3/29,2,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,5,128
2004,2011/3/29,2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,19,268
2005,2011/3/29,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,16,156
2006,2011/3/29,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46
2007,2011/3/29,2,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,18,63
2008,2011/3/29,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77
2009,2011/3/29,2,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,24,80
2010,2011/3/29,2,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,20,66
2011,2011/3/29,2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65
2012,2011/3/29,2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124
2013,2011/3/29,2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265
2014,2011/3/29,2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252
2015,2011/3/29,2,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,20,170
2016,2011/3/29,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119
2017,2011/3/29,2,0,3,21,0,2,1,1,0.34,0.3636,0.42,0,8,75
2018,2011/3/29,2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0,6,49
2019,2011/3/29,2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27
2020,2011/3/30,2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0,3,8
2021,2011/3/30,2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0,1,9
2022,2011/3/30,2,0,3,2,0,3,1,2,0.32,0.3485,0.57,0,0,4
2023,2011/3/30,2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0,0,4
2024,2011/3/30,2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0,1,0
2025,2011/3/30,2,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7
2026,2011/3/30,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44
2027,2011/3/30,2,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128
2028,2011/3/30,2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247
2029,2011/3/30,2,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147
2030,2011/3/30,2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51
2031,2011/3/30,2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64
2032,2011/3/30,2,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65
2033,2011/3/30,2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84
2034,2011/3/30,2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64
2035,2011/3/30,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56
2036,2011/3/30,2,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36
2037,2011/3/30,2,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105
2038,2011/3/30,2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79
2039,2011/3/30,2,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67
2040,2011/3/30,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40
2041,2011/3/30,2,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,0,27
2042,2011/3/30,2,0,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,3,21
2043,2011/3/30,2,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11
2044,2011/3/31,2,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3
2045,2011/3/31,2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4
2046,2011/3/31,2,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5
2047,2011/3/31,2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1
2048,2011/3/31,2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2
2049,2011/3/31,2,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8
2050,2011/3/31,2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34
2051,2011/3/31,2,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87
2052,2011/3/31,2,0,3,8,0,4,1,2,0.24,0.2273,1,0.2537,7,185
2053,2011/3/31,2,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126
2054,2011/3/31,2,0,3,10,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54
2055,2011/3/31,2,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,6,52
2056,2011/3/31,2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,17,73
2057,2011/3/31,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,13,55
2058,2011/3/31,2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,27,49
2059,2011/3/31,2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61
2060,2011/3/31,2,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72
2061,2011/3/31,2,0,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153
2062,2011/3/31,2,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343,12,165
2063,2011/3/31,2,0,3,19,0,4,1,2,0.3,0.303,0.87,0.1343,12,118
2064,2011/3/31,2,0,3,20,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79
2065,2011/3/31,2,0,3,21,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53
2066,2011/3/31,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44
2067,2011/3/31,2,0,3,23,0,4,1,3,0.26,0.2576,1,0.1642,4,23
2068,2011/4/1,2,0,4,0,0,5,1,3,0.26,0.2576,1,0.1642,0,6
2069,2011/4/1,2,0,4,1,0,5,1,3,0.26,0.2576,1,0.1642,0,4
2070,2011/4/1,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,0,7
2071,2011/4/1,2,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4
2072,2011/4/1,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3
2073,2011/4/1,2,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11
2074,2011/4/1,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26
2075,2011/4/1,2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0,4,91
2076,2011/4/1,2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198
2077,2011/4/1,2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162
2078,2011/4/1,2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,12,63
2079,2011/4/1,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72
2080,2011/4/1,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,15,80
2081,2011/4/1,2,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92
2082,2011/4/1,2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61
2083,2011/4/1,2,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,30,81
2084,2011/4/1,2,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,42,125
2085,2011/4/1,2,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,36,245
2086,2011/4/1,2,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,36,205
2087,2011/4/1,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,16,120
2088,2011/4/1,2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,2,75
2089,2011/4/1,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84
2090,2011/4/1,2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,10,64
2091,2011/4/1,2,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,12,41
2092,2011/4/2,2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0,3,29
2093,2011/4/2,2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28
2094,2011/4/2,2,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20
2095,2011/4/2,2,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8
