instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
9762,2012/2/16,1,1,2,16,0,4,1,3,0.34,0.3636,0.81,0,8,110
9763,2012/2/16,1,1,2,17,0,4,1,3,0.34,0.3636,0.87,0,8,281
9764,2012/2/16,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343,8,345
9765,2012/2/16,1,1,2,19,0,4,1,2,0.32,0.3182,0.87,0.1642,4,254
9766,2012/2/16,1,1,2,20,0,4,1,2,0.32,0.3333,0.87,0.1343,5,211
9767,2012/2/16,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045,3,142
9768,2012/2/16,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0,3,108
9769,2012/2/16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70
9770,2012/2/17,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0,2,32
9771,2012/2/17,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,0,2,16
9772,2012/2/17,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11
9773,2012/2/17,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1
9774,2012/2/17,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,0,1
9775,2012/2/17,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16
9776,2012/2/17,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70
9777,2012/2/17,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222
9778,2012/2/17,1,1,2,8,0,5,1,2,0.26,0.303,1,0,4,516
9779,2012/2/17,1,1,2,9,0,5,1,2,0.26,0.303,1,0,8,275
9780,2012/2/17,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103
9781,2012/2/17,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133
9782,2012/2/17,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177
9783,2012/2/17,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171
9784,2012/2/17,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137
9785,2012/2/17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180
9786,2012/2/17,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251
9787,2012/2/17,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429
9788,2012/2/17,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362
9789,2012/2/17,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266
9790,2012/2/17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158
9791,2012/2/17,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114
9792,2012/2/17,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92
9793,2012/2/17,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72
9794,2012/2/18,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81
9795,2012/2/18,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38
9796,2012/2/18,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39
9797,2012/2/18,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15
9798,2012/2/18,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0,3,4
9799,2012/2/18,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1
9800,2012/2/18,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0,1,8
9801,2012/2/18,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0,8,33
9802,2012/2/18,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0,10,92
9803,2012/2/18,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116
9804,2012/2/18,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157
9805,2012/2/18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184
9806,2012/2/18,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241
9807,2012/2/18,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219
9808,2012/2/18,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244
9809,2012/2/18,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270
9810,2012/2/18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218
9811,2012/2/18,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222
9812,2012/2/18,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176
9813,2012/2/18,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150
9814,2012/2/18,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123
9815,2012/2/18,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89
9816,2012/2/18,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101
9817,2012/2/18,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62
9818,2012/2/19,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65
9819,2012/2/19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62
9820,2012/2/19,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45
9821,2012/2/19,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12
9822,2012/2/19,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3
9823,2012/2/19,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1
9824,2012/2/19,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5
9825,2012/2/19,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12
9826,2012/2/19,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48
9827,2012/2/19,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73
9828,2012/2/19,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142
9829,2012/2/19,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144
9830,2012/2/19,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184
9831,2012/2/19,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197
9832,2012/2/19,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189
9833,2012/2/19,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168
9834,2012/2/19,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150
9835,2012/2/19,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135
9836,2012/2/19,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144
9837,2012/2/19,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101
9838,2012/2/19,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81
9839,2012/2/19,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33
9840,2012/2/19,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47
9841,2012/2/19,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30
9842,2012/2/20,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36
9843,2012/2/20,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12
9844,2012/2/20,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19
9845,2012/2/20,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8
9846,2012/2/20,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6
9847,2012/2/20,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9
9848,2012/2/20,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42
9849,2012/2/20,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111
9850,2012/2/20,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98
9851,2012/2/20,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113
9852,2012/2/20,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163
9853,2012/2/20,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216
9854,2012/2/20,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246
9855,2012/2/20,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206
9856,2012/2/20,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235
9857,2012/2/20,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216
9858,2012/2/20,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226
9859,2012/2/20,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215
9860,2012/2/20,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164
9861,2012/2/20,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117
9862,2012/2/20,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90
9863,2012/2/20,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53
9864,2012/2/20,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0,0,26
9865,2012/2/21,1,1,2,0,0,2,1,1,0.26,0.303,0.65,0,1,11
9866,2012/2/21,1,1,2,1,0,2,1,1,0.26,0.303,0.56,0,0,7
9867,2012/2/21,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,0,0,3
9868,2012/2/21,1,1,2,4,0,2,1,1,0.22,0.2727,0.64,0,0,2
9869,2012/2/21,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,0,0,15
9870,2012/2/21,1,1,2,6,0,2,1,1,0.2,0.2576,0.75,0,3,83
9871,2012/2/21,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0,6,273
9872,2012/2/21,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459
9873,2012/2/21,1,1,2,9,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211
9874,2012/2/21,1,1,2,10,0,2,1,1,0.24,0.2273,0.7,0.194,8,77
9875,2012/2/21,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81
9876,2012/2/21,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147
9877,2012/2/21,1,1,2,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123
9878,2012/2/21,1,1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108
9879,2012/2/21,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137
9880,2012/2/21,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240
9881,2012/2/21,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411
9882,2012/2/21,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414
9883,2012/2/21,1,1,2,19,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299
9884,2012/2/21,1,1,2,20,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223
9885,2012/2/21,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147
9886,2012/2/21,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97
9887,2012/2/21,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46
9888,2012/2/22,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19
9889,2012/2/22,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4
9890,2012/2/22,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5
9891,2012/2/22,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3
9892,2012/2/22,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2
9893,2012/2/22,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29
9894,2012/2/22,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85
9895,2012/2/22,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292
9896,2012/2/22,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567
9897,2012/2/22,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241
9898,2012/2/22,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122
9899,2012/2/22,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149
9900,2012/2/22,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186
9901,2012/2/22,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175
9902,2012/2/22,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142
9903,2012/2/22,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161
9904,2012/2/22,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268
9905,2012/2/22,1,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,43,486
9906,2012/2/22,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483
9907,2012/2/22,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305
9908,2012/2/22,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249
9909,2012/2/22,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220
9910,2012/2/22,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129
9911,2012/2/22,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57
9912,2012/2/23,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30
9913,2012/2/23,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12
9914,2012/2/23,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4
9915,2012/2/23,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4
9916,2012/2/23,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1
9917,2012/2/23,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30
9918,2012/2/23,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88
9919,2012/2/23,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317
9920,2012/2/23,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,11,549
9921,2012/2/23,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228
9922,2012/2/23,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,0.194,41,107
9923,2012/2/23,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128
9924,2012/2/23,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199
9925,2012/2/23,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.194,30,188
9926,2012/2/23,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156
9927,2012/2/23,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171
9928,2012/2/23,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,0,45,298
9929,2012/2/23,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561
9930,2012/2/23,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486
9931,2012/2/23,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349
9932,2012/2/23,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246
9933,2012/2/23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205
9934,2012/2/23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118
9935,2012/2/23,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,0,14,71
9936,2012/2/24,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34
9937,2012/2/24,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15
9938,2012/2/24,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4
9939,2012/2/24,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5
9940,2012/2/24,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2
9941,2012/2/24,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25
9942,2012/2/24,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80
9943,2012/2/24,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265
9944,2012/2/24,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452
9945,2012/2/24,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229
9946,2012/2/24,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119
9947,2012/2/24,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136
9948,2012/2/24,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201
9949,2012/2/24,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153
9950,2012/2/24,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26
9951,2012/2/24,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83
9952,2012/2/24,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166
9953,2012/2/24,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242
9954,2012/2/24,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,11,289
9955,2012/2/24,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227
9956,2012/2/24,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159
9957,2012/2/24,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151
9958,2012/2/24,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102
9959,2012/2/24,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76
9960,2012/2/25,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56
9961,2012/2/25,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42
9962,2012/2/25,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37
9963,2012/2/25,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7
9964,2012/2/25,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2
9965,2012/2/25,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3
9966,2012/2/25,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12
9967,2012/2/25,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20
9968,2012/2/25,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90
9969,2012/2/25,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107
9970,2012/2/25,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159
9971,2012/2/25,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187
9972,2012/2/25,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217
9973,2012/2/25,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178
9974,2012/2/25,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181
9975,2012/2/25,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211
9976,2012/2/25,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163
9977,2012/2/25,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143
9978,2012/2/25,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126
9979,2012/2/25,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137
9980,2012/2/25,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95
9981,2012/2/25,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80
9982,2012/2/25,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78
9983,2012/2/25,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84
9984,2012/2/26,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63
9985,2012/2/26,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50
9986,2012/2/26,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37
9987,2012/2/26,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.194,0,21
9988,2012/2/26,1,1,2,4,0,0,0,1,0.24,0.2273,0.41,0.194,1,5
9989,2012/2/26,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5
9990,2012/2/26,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,0,2
9991,2012/2/26,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20
9992,2012/2/26,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,2,57
9993,2012/2/26,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76
9994,2012/2/26,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161
9995,2012/2/26,1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184
9996,2012/2/26,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256
9997,2012/2/26,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0,58,267
9998,2012/2/26,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0,68,263
9999,2012/2/26,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,72,281
10000,2012/2/26,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275
10001,2012/2/26,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241
10002,2012/2/26,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199
10003,2012/2/26,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130
10004,2012/2/26,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79
10005,2012/2/26,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,8,75
10006,2012/2/26,1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68
10007,2012/2/26,1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59
10008,2012/2/27,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,2,27
10009,2012/2/27,1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,0,6
10010,2012/2/27,1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4
10011,2012/2/27,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2
10012,2012/2/27,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1
10013,2012/2/27,1,1,2,5,0,1,1,1,0.22,0.2273,0.8,0.1343,0,16
10014,2012/2/27,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89
10015,2012/2/27,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278
10016,2012/2/27,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,14,514
10017,2012/2/27,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.194,11,219
10018,2012/2/27,1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,16,88
10019,2012/2/27,1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92
10020,2012/2/27,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164
10021,2012/2/27,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,23,159
10022,2012/2/27,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134
10023,2012/2/27,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,24,150
10024,2012/2/27,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266
10025,2012/2/27,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,26,503
10026,2012/2/27,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,10,517
10027,2012/2/27,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318
10028,2012/2/27,1,1,2,20,0,1,1,1,0.48,0.4697,0.33,0.3582,11,208
10029,2012/2/27,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181
10030,2012/2/27,1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83
10031,2012/2/27,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50
10032,2012/2/28,1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10
10033,2012/2/28,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6
10034,2012/2/28,1,1,2,2,0,2,1,1,0.4,0.4091,0.54,0.1045,1,2
10035,2012/2/28,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,0,6
10036,2012/2/28,1,1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,0,2
10037,2012/2/28,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20
10038,2012/2/28,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100
10039,2012/2/28,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313
10040,2012/2/28,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543
10041,2012/2/28,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225
10042,2012/2/28,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118
10043,2012/2/28,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155
10044,2012/2/28,1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164
10045,2012/2/28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174
10046,2012/2/28,1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121
10047,2012/2/28,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149
10048,2012/2/28,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270
10049,2012/2/28,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497
10050,2012/2/28,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432
10051,2012/2/28,1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0,15,291
10052,2012/2/28,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202
10053,2012/2/28,1,1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178
10054,2012/2/28,1,1,2,22,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95
